@ 38400 IN SOA master root 2009081276 10800 3600 604800 38400
@ 38400 IN MX 10 sis-as.csloxinfo.com.
@ 38400 IN NS master
@ 38400 IN A 203.146.243.151
mobile 38400 IN A 203.146.243.9
www.radio 38400 IN A 203.146.243.12
master 38400 IN A 203.146.243.250
service 38400 IN A 203.146.243.12
i-phone 38400 IN A 203.146.243.2
android 38400 IN A 203.146.243.12
iphone 38400 IN A 203.146.243.9
www 38400 IN A 203.146.243.151
radio 38400 IN A 203.146.243.12
pong 38400 IN A 203.146.243.151
tic 38400 IN A 203.146.243.151
mail 38400 IN A 203.146.243.5
info 38400 IN A 203.146.243.6
e-office 38400 IN A 203.146.243.151
student 38400 IN A 203.146.243.6
moffice 38400 IN A 203.146.243.12
service1 38400 IN A 203.146.243.12
elearning 38400 IN A 203.146.243.12
